PREDICATION_ID,PMID,PREDICATE,INDICATOR_TYPE,PREDICATE_START_INDEX,PREDICATE_END_INDEX,SUBJECT_TEXT,SUBJECT_SEMTYPE,SUBJECT_START_INDEX,SUBJECT_END_INDEX,SUBJECT_SCORE,SUBJECT_DIST,SUBJECT_MAXDIST,SUBJECT_CUI,SUBJECT_NOVELTY,OBJECT_TEXT,OBJECT_SEMTYPE,OBJECT_START_INDEX,OBJECT_END_INDEX,OBJECT_SCORE,OBJECT_DIST,OBJECT_MAXDIST,OBJECT_CUI,OBJECT_NOVELTY,TYPE,SENTENCE,LABEL
P5132,13583123,INTERACTS_WITH,NOM,174,184,fibrinogen,aapp,188,198,1000,1,2,C0016006,1,fibrin,aapp,202,208,1000,2,2,C0015982,1,ti,Action of serotonin on conversion of fibrinogen to fibrin.,n
P5133,13431966,INTERACTS_WITH,NOM,150,157,plasma proteins,aapp,177,192,1000,2,2,C0032120,1,novobiocin,antb,161,171,1000,1,2,C0028458,1,ti,Binding of novobiocin with plasma proteins.,y
P5134,5868243,INTERACTS_WITH,NOM,153,159,indoleacetic acid,horm,163,180,1000,1,3,C0936060,1,protein,aapp,184,191,1000,2,3,C0033684,1,ti,Effect of indoleacetic acid on protein and ribonucleic acid synthesis.,y
P5135,14217189,INTERACTS_WITH,NOM,263,270,HUMAN SERUM ALBUMIN,aapp,287,306,1000,2,2,C0304925,1,THYROXINE,aapp,274,283,1000,1,2,C0040165,1,ti,"EFFECT OF FATTY ACIDS, 2,4-DINITROPHENOL AND       OTHER ANIONIC COMPOUNDS ON THE BINDING OF THYROXINE BY HUMAN SERUM ALBUMIN.",y
P5136,13189870,INHIBITS,NOM,168,178,drugs,phsu,233,238,1000,4,5,C0013227,0,hyaluronidase,gngm,182,195,1000,1,5,C0020197,1,ti,"[In vitro studies on inhibition of hyaluronidase from steer testis by the dyes,       drugs and physiological substances].",y
P5137,14217195,INTERACTS_WITH,NOM,150,156,P32,gngm,250,253,775,2,5,708|925,1,TRIAMCINOLONE,phsu,160,173,1000,1,5,C0040864,1,ti,"THE EFFECT OF TRIAMCINOLONE AND 2,4-DINITROPHENOL ON THE ADENOSINETRIPHOSPHATASE       ACTIVITY AND THE P32 ATP EXCHANGE REACTION OF FRESH LIVER MITOCHONDRIA.",y
P5138,14217195,INTERACTS_WITH,NOM,150,156,4-DINITROPHENOL,orch,180,195,861,2,5,C0012466,1,TRIAMCINOLONE,phsu,160,173,1000,1,5,C0040864,1,ti,"THE EFFECT OF TRIAMCINOLONE AND 2,4-DINITROPHENOL ON THE ADENOSINETRIPHOSPHATASE       ACTIVITY AND THE P32 ATP EXCHANGE REACTION OF FRESH LIVER MITOCHONDRIA.",n
P5139,14217197,INTERACTS_WITH,NOM,257,264,AMMONIA NITROGEN,inch,161,177,1000,3,4,C0368666,1,GROWTH HORMONE,aapp,268,282,1000,1,1,C0037663,1,ti,"UTILIZATION OF AMMONIA NITROGEN, ADMINISTERED BY INTRAGASTRIC, INTRAPERITONEAL,       AND SUBCUTANEOUS ROUTES: EFFECTS OF GROWTH HORMONE.",y
P5140,5698913,STIMULATES,NOM,149,158,protein,aapp,231,238,1000,6,8,C0033684,1,insulin,gngm,168,175,888,1,8,C0021641,1,ti,"Elevation in serum insulin, albumin, and FFA, with gains in liver lipid and       protein, induced by glucocorticoid treatment in dogs.",n
P5141,5955240,INTERACTS_WITH,NOM,152,159,atropine,orch,163,171,1000,3,5,C0004259,1,17-hydroxycorticosteroid,horm,226,250,861,4,5,C0000163,1,ti,"Effects of atropine, eserine and tetramethylammonium on the adrenal       17-hydroxycorticosteroid secretion in anesthetized dogs.",y
P5142,5955240,INTERACTS_WITH,NOM,152,159,tetramethylammonium,orch,185,204,1000,3,5,C0076296,1,17-hydroxycorticosteroid,horm,226,250,861,4,5,C0000163,1,ti,"Effects of atropine, eserine and tetramethylammonium on the adrenal       17-hydroxycorticosteroid secretion in anesthetized dogs.",y
P5143,5955240,INTERACTS_WITH,NOM,152,159,eserine,orch,173,180,1000,3,5,C1314787,1,17-hydroxycorticosteroid,horm,226,250,861,4,5,C0000163,1,ti,"Effects of atropine, eserine and tetramethylammonium on the adrenal       17-hydroxycorticosteroid secretion in anesthetized dogs.",y
P5144,13189891,INTERACTS_WITH,INFER,255,263,tissue malignancy factor,aapp,203,227,901,0,0,C0040048,1,synestrol,orch,269,278,1000,0,0,C0729093,1,ti,[Possibility of detection in rats of a separate from tissue malignancy factor in       mammary carcinoma produced with synestrol].,y
P5145,6011260,INHIBITS,NOM,168,178,fibrinopeptides,aapp,212,227,966,3,5,C0178635,1,thrombin,aapp,196,204,1000,2,5,C0040018,1,ti,The kinetics of inhibition of the action of thrombin by the fibrinopeptides       formed during the clotting of fibrinogen.,y
P5146,16695361,INTERACTS_WITH,NOM,154,163,AMMONIUM ION,inch,167,179,1000,1,4,C0002611,1,ATABRINE,orch,194,202,623,2,4,C0699546,1,ti,THE INFLUENCE OF AMMONIUM ION ON THE PLASMA ATABRINE LEVEL AND ON THE URINARY       EXCRETION OF ATABRINE.,y
P5147,4298184,INTERACTS_WITH,NOM,155,162,angiotensin-II-amide,aapp,166,186,1000,1,4,C0293455,1,aldosterone,horm,190,201,1000,2,4,C0002006,1,ti,Acute effects of angiotensin-II-amide on aldosterone and corticosterone secretion       by morphine-pentobarbital treated rats.,y
P5148,4298184,INTERACTS_WITH,NOM,155,162,angiotensin-II-amide,aapp,166,186,1000,1,4,C0293455,1,corticosterone,horm,206,220,888,2,4,C0010124,1,ti,Acute effects of angiotensin-II-amide on aldosterone and corticosterone secretion       by morphine-pentobarbital treated rats.,y
P5149,12325344,INHIBITS,ADJ,471,478,precipitin,aapp,414,424,1000,2,4,C0032936,1,serum albumin,aapp,514,527,901,1,2,C0036773,1,ab,"Production of       antibody was demonstrated by the precipitin and complement fixation reactions       with ""reduced chloramphenicol"" coupled to rabbit serum albumin as the test       antigen.",n
P5150,13790014,INHIBITS,NOM,142,152,antibody,aapp,235,243,1000,4,5,C0003241,1,complement,aapp,252,262,1000,5,5,C0009498,1,ti,Inhibition of immune phagocytosis of Diplococcus pneumoniae by human neutrophiles       with antibody against complement.,y
P5151,13583173,INTERACTS_WITH,NOM,151,157,PAH,orch,195,198,1000,3,5,C0032458,1,pentobarbital sodium,orch,161,181,1000,1,5,C0700349,1,ti,Effect of pentobarbital sodium on uptake of PAH by rat kidney cortex slices in       vitro.,y
P5152,13681623,INTERACTS_WITH,VERB,178,188,corticosteroids,horm,162,177,1000,1,2,C0001617,1,C-21,gngm,192,196,1000,1,0,79718,1,ti,The synthesis of corticosteroids methylated at C-21.,n
P5153,13464490,INTERACTS_WITH,NOM,167,174,steroid,strd,200,207,1000,2,4,C0038317,1,blood proteins,aapp,178,192,1000,1,4,C0005832,1,ti,[Research on the binding of blood proteins with a steroid with anesthetic       properties; 21-hydroxypregnandione sodium succinate].,y
P5154,4966851,STIMULATES,VERB,204,214,phytohaemagglutinin,aapp,224,243,1000,1,1,C0031858,1,serum proteins,gngm,174,188,1000,2,3,C0036825,1,ti,Synthesis of some serum proteins in lymphocytes stimulated by       phytohaemagglutinin.,y
P5155,13432034,INTERACTS_WITH,NOM,152,159,aldosterone,horm,163,174,1000,1,5,C0002006,1,electrolyte,inch,185,196,1000,2,5,C0013832,1,ti,"Effects of aldosterone on water, electrolyte, and nitrogen metabolism in       Addison's disease.",y
P5156,14151057,INTERACTS_WITH,NOM,497,506,cryptic,gngm,743,750,790,11,15,C1332788|55997,1,beta-galactosidase,gngm,516,534,1000,1,15,C0005220,1,ab,"1964.-The synthesis of       beta-galactosidase was measured during exponential growth of Escherichia coli in       a succinate-minimal medium over a temperature range of 10 to 43 C for the       following: (i) a constitutive strain, and (ii) an inducible cryptic strain,       induced maximally with isopropyl-thio-beta-d-galactopyranoside (IPTG), or induced       submaximally with IPTG.",n
P5157,5859042,INTERACTS_WITH,NOM,153,160,ethyl isocyanide,orch,164,180,1000,1,2,C0059767,1,myoglobin,aapp,196,205,901,2,2,C0027078,1,ti,The binding of ethyl isocyanide to sperm whale myoglobin.,y
P5158,4166042,INTERACTS_WITH,VERB,1435,1443,sulphate-precipitated preparation,orch,1449,1482,913,1,2,C0038785,1,Cohn fraction II,aapp,1385,1401,868,1,2,C0056086,1,ab,Both (131)I-labelled human Cohn fraction II and       bovine fibrinogen were attacked by a sulphate-precipitated preparation of       gamma-globulin.,y
P5159,4166042,INTERACTS_WITH,VERB,1435,1443,sulphate-precipitated preparation,orch,1449,1482,913,1,2,C0038785,1,bovine fibrinogen,aapp,1412,1429,1000,1,2,C0443074,1,ab,Both (131)I-labelled human Cohn fraction II and       bovine fibrinogen were attacked by a sulphate-precipitated preparation of       gamma-globulin.,y
P5160,10976231,INTERACTS_WITH,NOM,664,673,proteins,aapp,717,725,1000,3,6,C0033684,1,antibody,aapp,677,685,1000,1,6,C0003241,1,ab,"There was a general       depression of protein synthesis in the immune system in the presence of       chloramphenicol, but a greater effect on the synthesis of antibody than on the       synthesis of proteins necessary for reproduction and maturation.",n
P5161,15395138,INTERACTS_WITH,NOM,154,161,sulfathiazole,orch,200,213,1000,3,7,C0038722,1,aureomycin,antb,188,198,1000,2,7,C0728748,1,ti,"The effects of oral administration of aureomycin, sulfathiazole, sulfamerazine       and 4,4'-diamino diphenyl sulfone on toxoplasmosis in mice.",n
P5162,14151057,STIMULATES,ADJ,1561,1568,repressor,aapp,1471,1480,694,5,5,C1336789,1,beta-galactosidase,gngm,1582,1600,1000,1,7,C0005220,1,ab,"That the repressor concentration is maximal at 20 C was established by       measuring the rate of induced synthesis of beta-galactosidase as a function of       the concentration of IPTG; the relative concentrations of repressor were       1.00:3.28:0.25 at 40, 20, and 10 C, respectively.",n
P5163,13381912,INTERACTS_WITH,NOM,162,169,levallorphan,orch,234,246,1000,3,6,C0023554,1,anaesthetics,phsu,173,185,1000,1,6,C0002932,1,ti,"Respiratory effects of anaesthetics; the effects of thiopentone, nisentil and       levallorphan on the respiration.",y
P5164,13381912,INTERACTS_WITH,NOM,162,169,thiopentone,orch,202,213,1000,3,6,C0039925,1,anaesthetics,phsu,173,185,1000,1,6,C0002932,1,ti,"Respiratory effects of anaesthetics; the effects of thiopentone, nisentil and       levallorphan on the respiration.",n
P5165,13381912,INTERACTS_WITH,NOM,162,169,nisentil,orch,215,223,1000,3,6,C0877846,1,anaesthetics,phsu,173,185,1000,1,6,C0002932,1,ti,"Respiratory effects of anaesthetics; the effects of thiopentone, nisentil and       levallorphan on the respiration.",n
P5166,13295283,INTERACTS_WITH,NOM,174,183,adenylate kinase,aapp,194,210,901,1,1,C0001497,1,triphosphate,inch,161,173,790,0,0,C0146894,1,ti,Inorganic triphosphate synthesis by muscle adenylate kinase.,n
P5167,4291494,STIMULATES,VERB,1074,1084,Benzimidazoles,orch,1038,1052,1000,3,3,C0005050,1,adenosine triphosphatase,gngm,1105,1129,901,1,5,C0001473,1,ab,Benzimidazoles active as uncouplers stimulated       mitochondrial adenosine triphosphatase but not all stimulated the oxidation of       succinate in the absence of a phosphate acceptor.,y
P5168,13295293,INTERACTS_WITH,NOM,174,186,human serum albumin,aapp,192,211,1000,1,1,C0304925,1,Perfluorooctanoic acid,orch,151,173,734,0,0,C0070403,1,ti,Perfluorooctanoic acid interactions with human serum albumin.,y
P5169,13504169,INHIBITS,NOM,207,216,periodic acid,inch,167,180,1000,1,2,C0031068,1,aldehyde,orch,198,206,587,0,2,C0001992,1,ti,Effect of periodic acid on histochemical aldehyde blockades.,n
P5170,13382114,INTERACTS_WITH,NOM,153,159,novobiocin,antb,246,256,824,3,3,C0028458,1,combined antibiotics,antb,163,183,1000,1,3,C0003238,1,ti,The effect of combined antibiotics on the in vitro emergence of staphylococci       resistant to novobiocin.,n
P5171,13868545,INTERACTS_WITH,NOM,192,199,antidepressant,phsu,163,177,888,1,2,C0003289,1,sedative,phsu,183,191,872,0,2,C0036557,1,ti,"[""Laroxyl"", a new antidepressant with sedative effects].",n
P5172,14934747,INHIBITS,NOM,178,188,Quaternary ammonium salts,orch,149,174,988,1,1,C0301062,1,acetylcholine esterase,gngm,192,214,1000,1,1,C0001044,1,ti,Quaternary ammonium salts as inhibitors of acetylcholine esterase.,y
P5173,14440746,INTERACTS_WITH,NOM,694,700,ACTH,phsu,762,766,1000,4,8,C0001655|5443,1,reserpine,orch,704,713,1000,1,8,C0035179,1,ab,There is no       reason to assume that the effect of reserpine is due to an interference with       storage of ACTH in the tissue and is not simply due to the fact that the drug       acts as a stressing agent.,n
P5174,14770876,INTERACTS_WITH,NOM,184,190,testosterone,horm,164,176,1000,1,2,C0039601,1,chorionic gonadotrophin,aapp,194,217,1000,1,2,C0018062,1,ti,The part played by testosterone in the effect of chorionic gonadotrophin on the       testis.,y
P5175,14251832,INTERACTS_WITH,NOM,161,167,ANTI-TREMORINE,orch,146,160,790,0,0,C0040828,1,PHENOTHIAZINE DERIVATIVES,orch,182,207,901,1,1,C0304370,1,ti,[ON THE ANTI-TREMORINE EFFECT OF QUATERNARY PHENOTHIAZINE DERIVATIVES].,n
P5176,13790173,INTERACTS_WITH,NOM,142,148,human pituitary follicle-stimulating hormone,aapp,174,218,933,2,5,C0016774,1,estrogens,horm,236,245,888,3,5,C0014939,1,ti,Effect of a single injection of human pituitary follicle-stimulating hormone on       urinary estrogens and the vaginal smear in amenorrheic women.,y
P5177,16695518,INTERACTS_WITH,NOM,154,163,CHLOROQUINE,orch,247,258,1000,5,6,C0008269,1,ALKALI,inch,187,193,827,1,6,C0002055,1,ti,"THE INFLUENCE OF ORALLY ADMINISTERED ALKALI AND ACID ON THE RENAL EXCRETION OF       QUINACRINE, CHLOROQUINE AND SANTOQUINE.",y
P5178,16695625,INHIBITS,COMPLEX,224,261,ANTIMALARIAL,phsu,242,254,851,0,0,C0003374,1,PALUDRINE,orch,265,274,1000,0,0,C0282100,1,ti,THE SUPPRESSIVE       ANTIMALARIAL EFFECT OF PALUDRINE.,n
P5179,13670940,INHIBITS,NOM,150,160,diphosphate,inch,232,243,901,2,2,C0034320,1,polynucleotide phosphorylase,gngm,181,209,888,1,2,C0032548,1,ti,Inhibition of Escherichia coli polynucleotide phosphorylase by 6-azauridine       diphosphate.,y
P5180,16695641,INTERACTS_WITH,PREP,256,270,CINCHONINE,orch,245,255,1000,1,2,C0055737,1,ANTIMALARIAL,phsu,275,287,888,1,1,C0003374,1,ti,THE METABOLISM OF       CINCHONINE IN RELATION TO ITS ANTIMALARIAL ACTIVITY.,n
P5181,14440834,INHIBITS,VERB,210,220,monoamine oxidase,aapp,192,209,1000,1,4,C0026454,1,antidepressant drugs,phsu,227,247,1000,1,1,C0003289,1,ti,"Indications, contraindications and treatment with monoamine oxidase inhibiting       antidepressant drugs.",n
P5182,14813253,INTERACTS_WITH,INFER,208,214,testosterone,horm,178,190,1000,0,0,C0039601,1,ethionine,aapp,215,224,1000,0,0,C0015023,1,ti,The influence of sex and of testosterone upon fatty liver due to ethionine.,n
P5183,5955352,INTERACTS_WITH,NOM,160,166,progesterone,horm,170,182,1000,1,3,C0033308,1,tyrosinase,aapp,190,200,888,2,3,C0012524|7299,1,ti,[Study of the effect of progesterone on the tyrosinase activity of melanoma S 91       in mice].,y
P5184,20286883,INTERACTS_WITH,NOM,145,151,alloxan,antb,155,162,1000,1,2,C0002151,1,insulin,aapp,166,173,1000,2,2,C0021641,1,ti,Effect of alloxan on insulin.,y
P5185,15390662,INTERACTS_WITH,NOM,184,190,antidiuretic,phsu,171,183,888,0,1,C0596110,1,methadone,orch,209,218,888,1,4,C0025605,1,ti,A comparison of the antidiuretic effect of demerol and of methadone diuresis in       congestive heart failure; a case report.,y
P5186,15390662,INTERACTS_WITH,NOM,184,190,antidiuretic,phsu,171,183,888,0,1,C0596110,1,demerol,orch,194,201,1000,1,4,C0935966,1,ti,A comparison of the antidiuretic effect of demerol and of methadone diuresis in       congestive heart failure; a case report.,y
P5187,5751124,STIMULATES,NOM,163,172,Estradiol,horm,153,162,888,0,0,C0014912,1,pyruvate kinase,gngm,176,191,1000,1,2,C0034348,1,ti,Estradiol induction of pyruvate kinase in the rat uterus.,y
P5188,4387713,INTERACTS_WITH,NOM,246,259,hydroperoxide,inch,200,213,888,2,2,C0020281,1,tetralin,orch,263,271,1000,1,2,C0380600,1,ti,Tetralin hydroperoxide as an intermediate       in the hydroxylation of tetralin in rat-liver homogenate.,y
P5189,13638969,INTERACTS_WITH,NOM,251,260,human blood plasma,phsu,264,282,901,1,3,C0544357,1,dopa,aapp,246,250,825,0,1,C0013023,1,ti,The inhibition of       copper-catalyzed dopa oxidation by human blood plasma in leukemia and cancer.,y
P5190,5914527,INTERACTS_WITH,ADJ,242,251,adenine nucleosides,nnon,198,217,813,1,1,C0596042,1,2'-deoxyadenosine,nnon,277,294,901,1,1,C0045183,1,ti,Unsaturated furanosyl adenine nucleosides prepared via       base-catalyzed elimination reactions of 2'-deoxyadenosine derivatives.,n
P5191,14813405,INTERACTS_WITH,NOM,204,210,banthine,orch,244,252,1000,2,3,C1527886,1,amine,orch,237,242,802,1,3,C0002508,1,ti,"An experimental and preliminary clinical study of the effect of a new quaternary       amine, banthine, upon the human colon.",n
P5192,13738609,INTERACTS_WITH,NOM,167,173,dinitrophenol,orch,223,236,861,3,4,C0012466,1,cortisone,horm,177,186,1000,1,4,C0010137,1,ti,"[On the mechanism of the effect of cortisone on hyperthermia caused by       2,4-dinitrophenol in rabbits].",y
P5193,5707691,INTERACTS_WITH,NOM,153,159,testosterone,horm,163,175,1000,1,4,C0039601,1,glycosidases,aapp,184,196,861,2,4,C0017976,1,ti,Effect of testosterone on beta glycosidases in rooster comb and wattles.,y
P5194,13030430,INTERACTS_WITH,NOM,150,157,chemotherapeutic agents,phsu,168,191,890,1,4,C0003392,1,dehydrogenase,aapp,195,208,888,2,4,C0030016,1,ti,Effects of cancer chemotherapeutic agents on dehydrogenase activity of human       cancer tissue in vitro.,y
P5195,13975369,INTERACTS_WITH,NOM,176,185,periodate,inch,166,175,888,0,0,C0074745,1,glycopeptides,aapp,189,202,1000,1,2,C0017953,1,ti,The periodate oxidation of glycopeptides from human       gamma-globulin.,y
P5196,15395352,INHIBITS,NOM,153,163,merthiolate,orch,169,180,1000,1,4,C0699716,1,hyaluronidase,gngm,233,246,888,3,4,C0020197,1,ti,Inhibition with merthiolate of the mucooligosaccharase fraction of testis       hyaluronidase (mesomucinase).,y
P5197,5776389,STIMULATES,NOM,162,173,Thyroxine,aapp,152,161,888,0,0,C0040165,1,ornithine transcarbamylase,gngm,177,203,901,1,6,C0029279,1,ti,Thyroxine stimulation of ornithine transcarbamylase activity and protein       synthesis in tadpole (RNA catesbeiana) liver in organ culture.,y
P5198,13868761,STIMULATES,ADJ,205,212,adrenal cortical hormones,horm,167,192,988,1,3,C0001617,1,pituitary gonadotropin,gngm,232,254,734,1,1,C0018066,1,ti,Influence of gonadal and adrenal cortical hormones on estrogen-induced depletion       of pituitary gonadotropin content.,n
P5199,14440989,INTERACTS_WITH,NOM,171,178,chlortetracycline,antb,231,248,1000,2,3,C0008293,1,drug,phsu,158,162,756,0,1,C0013227,0,ti,[Research on drug protein binding. II. Electrophoretic data on the reactions of       chlortetracycline with the water-soluble proteins of Escherichia coli K 12].,n
P5200,4304839,INTERACTS_WITH,NOM,152,158,cytosine arabinoside 5'-triphosphate,nnon,162,198,923,1,2,C0003676,1,polymerase,aapp,216,226,790,2,2,C1335439|100616102|100862685|100862688,1,ti,Effect of cytosine arabinoside 5'-triphosphate on mammalian DNA polymerase.,y
P5201,16747971,INTERACTS_WITH,NOM,146,153,adrenal cortex hormones,horm,193,216,1000,3,6,C0001617,1,arginase,aapp,230,238,1000,4,6,C0003762,1,ti,Effects of adrenalectomy and of treatment with adrenal cortex hormones on the       arginase and phosphatase levels of lactating rats.,y
P5202,13293649,INTERACTS_WITH,NOM,150,156,dibenzanthracene,orch,228,244,827,3,4,C0057762,1,pituitary hormones,aapp,160,178,1000,1,4,C0032015,1,ti,"Effect of pituitary hormones on carcinogenesis with 9, 10-dimethyl-1,       2-dibenzanthracene in hypophysectomized rats.",y
