,id,sentence1,sentence2,label,split
232,P3332,"phenylalanine hydroxylase, a tetrahydrobiopterin (bh4)-dependent oxygenase, catalyzes the conversion of phenylalanine to tyrosine.",tetrahydrobiopterin stimulates phenylalanine,0,dev
2463,P5563,conversion of alanine dehydrogenase to glutamic dehydrogenase by nitrous acid-the two enzymes in some properties.,alanine dehydrogenase interacts with glutamic dehydrogenase,0,dev
2975,P6075,enzymatic conversion of thyroxine to tetraiodothyroacetic acid and of triiodothyronine to triiodothyroacetic acid.,thyroxine interacts with tetraiodothyroacetic acid,0,dev
1061,P4161,"effect of (+)-catechin, dimethyl sulfoxide and ethanol on the microsome-mediated metabolism of two hepatocarcinogens, n-nitrosodimethylamine and aflatoxin b1.",ethanol interacts with aflatoxin b1,1,dev
2170,P5270,interaction of streptokinase with human plasminogen.,plasminogen interacts with streptokinase,1,dev
2963,P6063,"it was relatively resistant to heat and to penicillin or sulfadiazine, but was markedly inhibited by streptomycin, broad-spectrum antibiotics, and homologous neutralizing antiserum.",streptomycin inhibits penicillin,0,dev
860,P3960,the different characteristics of both transport systems are also demonstrated by the finding that the affinity of phenylalanine for the high capacity system is about 5 times higher but its affinity for the low capacity system is about 50 times lower than the affinity for proline.,phenylalanine interacts with proline,1,dev
355,P3455,rapid reaction studies on the valine mutant failed to detect charge-transfer intermediates during flavin reduction by nadph.,valine inhibits flavin,0,dev
1936,P5036,"l-homocystine activates hageman factor, as demonstrated by its capacity to initiate clotting and to induce the evolution of plasma kinins.",l-homocystine stimulates hageman factor,0,dev
2109,P5209,"with only minor exceptions, the strains were found to be sensitive to novobiocin, erythromycin, fusidic acid, and lincomycin, and slightly less sensitive to vancomycin and chloramphenicol.",fusidic acid interacts with vancomycin,0,dev
1935,P5035,activation of hageman factor by l-homocystine.,l-homocystine stimulates hageman factor,1,dev
1863,P4963,"although the weak inhibitory effect of 3-aminopropylphosphinic acid in both the rat and the cat was not reduced by these baclofen antagonists, the pre- and postsynaptic inhibitory effects of 3-aminopropyl-methyl-phosphinic acid (cgp 35,024), which was more potent than (-)-baclofen, were reduced by the antagonists.",3-aminopropyl-methyl-phosphinic acid inhibits 3-aminopropylphosphinic acid,0,dev
1504,P4604,these results suggest a different mode of calmodulin interaction with ca2+-atpase and mlck.,ca2+-atpase interacts with calmodulin,1,dev
2808,P5908,"[clinical observations on the diuretic, saluretic and hypotensive effect of a sulfonamide derivative of benzophenone].",benzophenone interacts with sulfonamide,0,dev
1190,P4290,"gaba affinity seemed to be identical to that of the alpha 1 beta 1 gamma 2 receptor; however, the partial agonists 4,5,6,7-tetrahydroisoxazolo-[5,4-c]pyridin-3-ol and piperidine-4-sulfonic acid showed lower efficacy than at either alpha 1 beta 1 gamma 2 or alpha 6 beta 1 gamma 2.",beta 1 gamma 2 interacts with gaba,0,dev
1469,P4569,"the effects of diltiazem, a calcium channel blocker, and methyldopa, an adrenergic blocker, on left ventricular hypertrophy and left ventricular function were assessed in spontaneously hypertensive rats and wistar-kyoto controls.",adrenergic blocker interacts with methyldopa,0,dev
2511,P5611,the kinetics of cyanide and fluoride binding by ferric horseradish peroxidase.,horseradish peroxidase interacts with cyanide,1,dev
178,P3278,"this enhancing effect of histidine on chromosomal aberrations was dose-dependent at 0.063% - 0.25%; it was not affected by superoxide dismutase, but was strongly inhibited by catalase.",catalase inhibits superoxide dismutase,0,dev
2343,P5443,[study of the changes of some enzyme activities in the liver of rats subjected to acute intoxication with allyl alcohol and of the effect of the preventive administration of chlorpromazine].,allyl alcohol interacts with chlorpromazine,1,dev
1569,P4669,further analyses showed that himar1 transposase binds to the inverted terminal repeat sequences of its cognate transposon and mediates 5' and 3' cleavage of the element termini.,transposase interacts with inverted terminal repeat,0,dev
2834,P5934,studies on the chemotherapy of the human malarias the metabolism of cinchonine in relation to its antimalarial activity.,cinchonine interacts with antimalarial,0,dev
599,P3699,"these data establish than in children operated for craniopharyngioma, growth is related to a generation of somatomedin independent of growth hormone secretion, and closely controlled by endogenous secretions of cortisol and thyroid hormones.",somatomedin interacts with cortisol,0,dev
2777,P5877,"[modifications of renal function, water space and electrolyte metabolism induced by spironolactone in the normal subject].",spironolactone stimulates electrolyte,1,dev
2037,P5137,"the effect of triamcinolone and 2,4-dinitrophenol on the adenosinetriphosphatase activity and the p32 atp exchange reaction of fresh liver mitochondria.",p32 interacts with triamcinolone,1,dev
2892,P5992,"it is suggested that there are at least three different forms of adenine phosphoribosyltransferase, each with a different affinity for atp.",adenine phosphoribosyltransferase interacts with atp,1,dev
2665,P5765,the effects of actinomycin d on the siosynthesis of plasma lipoproteins.,lipoproteins interacts with actinomycin d,1,dev
1834,P4934,transient receptor coupling in the activation of rat liver plasma-membrane adenylate cyclase by glucagon.,glucagon stimulates adenylate cyclase,1,dev
1514,P4614,"these data indicate that the insensitivity or resistance of a given tissue to insulin may be specific for the biologic response being evaluated, that postbinding events may be more important than alterations in insulin binding in determining both the sensitivity and responsiveness of a tissue to insulin, and that generalizations concerning the sensitivity or responsiveness of a tissue to insulin based on binding data alone may be unwarranted.",insulin interacts with insulin,0,dev
2108,P5208,"with only minor exceptions, the strains were found to be sensitive to novobiocin, erythromycin, fusidic acid, and lincomycin, and slightly less sensitive to vancomycin and chloramphenicol.",erythromycin interacts with vancomycin,0,dev
2789,P5889,induction of mitochondrial alpha-glycerophosphate dehydrogenase by thyroid stimulating hormone and thyroid hormone analogues.,thyroid stimulating hormone stimulates alpha-glycerophosphate dehydrogenase,1,dev
159,P3259,"amentoflavone, quercetagetin-7-o-glucoside, apigenin, fisetin, kaempferol, luteolin and quercetin were the most potent inhibitors of beta-glucuronidase and lysozyme release.",quercetin inhibits beta-glucuronidase,1,dev
797,P3897,sodium dodecyl sulfate (sds) gel electrophoresis after labeling with [14c]amino acids showed that feeding stimulated the synthesis of secretory proteins to the same relative degree as the overall protein synthesis.,amino acids stimulates secretory proteins,0,dev
2021,P5121,the effect of molybdate on the activity of tomato acid phosphatases.,acid phosphatases interacts with molybdate,1,dev
2260,P5360,the effect of anaesthetic agents on the cerebrospinal fluid clearance of 35s-sulphate and 125-i-iodide.,sulphate interacts with anaesthetic agents,1,dev
2680,P5780,effect of neomycin on experimentally induced anaplasmosis in splenectomized calves.,neomycin stimulates calves,0,dev
1151,P4251,the influence of these altered loading conditions on articular cartilage collagen synthesis was measured by assaying the activity of procollagen prolyl 4-hydroxylase (pph) and galactosylhydroxylysyl glucosyltransferase (ggt) in chondrocytes.,galactosylhydroxylysyl glucosyltransferase interacts with collagen,0,dev
2997,P6097,growth on benzyl alcohol or benzaldehyde induces benzyl alcohol dehydrogenase and the heat-labile benzaldehyde dehydrogenase.,benzyl alcohol stimulates dehydrogenase,1,dev
1028,P4128,"with a radial diffusion assay we measured the activity of six nad- and nadp-dependent oxidoreductases: alcohol, glucose-6-phosphate, hydroxysteroid, lactate and malate dehydrogenases, and glutathione reductase.",oxidoreductases stimulates alcohol,0,dev
1709,P4809,blockade of cortisol receptors with ru 486 was associated with marked compensatory elevations of plasma acth and cortisol and increases in 24-h urinary excretion of 17-hydroxysteroids and free cortisol.,ru 486 inhibits cortisol receptors,1,dev
2641,P5741,"yeast cells, candida utilis, in water suspension and in the absence of electrolytes were found to be very sensitive to several proteins of moderate size, including ribonuclease, protamine, lysozyme, bovine serum albumin, cytochrome c, and myoglobin.",electrolytes interacts with ribonuclease,0,dev
2867,P5967,antagonism of vaginal actions of oestrogen by progesterone and other steroids.,oestrogen inhibits progesterone,1,dev
257,P3357,transport of glutamine by streptococcus bovis and conversion of glutamine to pyroglutamic acid and ammonia.,glutamine interacts with pyroglutamic acid,0,dev
29,P3129,"under these conditions, the depolarizing effect of caerulein was almost abolished, while the caerulein-induced amylase was not.",amylase interacts with caerulein,0,dev
2221,P5321,on the inhibition of plasmin by streptokinase.,streptokinase inhibits plasmin,1,dev
1666,P4766,the recent observation that rat adrenal cells exhibit multiple subtypes of a-ii receptors raises the possibility that a specific subtype could be responsible for controlling camp stimulation.,a-ii receptors stimulates camp,0,dev
2085,P5185,a comparison of the antidiuretic effect of demerol and of methadone diuresis in congestive heart failure; a case report.,antidiuretic interacts with methadone,1,dev
850,P3950,effect of proline on synthesis of collagen by cells in culture.,collagen interacts with proline,1,dev
1561,P4661,"the amount of ivd mrna and its transcription rate remained unchanged, suggesting that ivd expression is regulated separately from other acyl-coa dehydrogenases.",ivd interacts with acyl-coa dehydrogenases,0,dev
2762,P5862,"centrally mediated effects of cardiac drugs: strophanthin-k, quinidine and procaine amide.",procaine amide interacts with cardiac drugs,0,dev
411,P3511,"ascorbate had only a minor contribution to the antioxidants in fruits with the exception of melon, nectarine, orange, white grape, and strawberry.",ascorbate stimulates antioxidants,0,dev
